id,title,description,link,published,source,categories,first_seen_iso
55d4303510b76186b89c97d225581de33a7fa4cb,Numby,"
            A natural language calculator for your terminal and macOS
          

Discussion
            |
            Link
",https://www.producthunt.com/products/numby,2025-11-15T01:55:17-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
062231ce77155482183361a979fb873b47f4d4b7,elfmonn,"
            Ar storytime & vr games for kids
          

Discussion
            |
            Link
",https://www.producthunt.com/products/elfmonn,2025-10-28T12:14:36-07:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
fc869a94301f8b2a0a17c64a3715cc2e58c2a859,1UP,"
            Build better habits with your friends
          

Discussion
            |
            Link
",https://www.producthunt.com/products/1up,2025-11-05T08:58:21-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
b3b445e08bd25ddeaaac73cc5d2952bbd400ab38,Good Dad,"
            Daily mindful parenting reminders for iOS & Android
          

Discussion
            |
            Link
",https://www.producthunt.com/products/good-dad,2025-11-18T21:09:52-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
69dc8d8428464e3e75a29a1791ee0f3de61f370c,Gatling Studio,"
            Turn browser journeys into load tests in minutes
          

Discussion
            |
            Link
",https://www.producthunt.com/products/gatling,2025-11-18T09:47:16-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
15bdc0bfda524531e0a72a59f84e3cf81650907b,Instant Heatmaps by Crazy Egg,"
            See where users click across your website, 100% free
          

Discussion
            |
            Link
",https://www.producthunt.com/products/crazy-egg,2025-11-20T12:36:57-08:00,https://www.producthunt.com/feed,Developer Tool,2025-11-23T21:14:52.621611Z
6e85167fb4a0b18850c852f8f3beaba64f30c1a8,Audience Loop,"
            Build smarter audiences before launching ads 
          

Discussion
            |
            Link
",https://www.producthunt.com/products/audience-loop,2025-11-09T07:08:47-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
51ff8ef373e48ecb5daf26c92295d8c3fa469210,Globe of History,"
            Interactive 3D globe visualizing 6,000 years of history.
          

Discussion
            |
            Link
",https://www.producthunt.com/products/globe-of-history,2025-11-20T23:11:27-08:00,https://www.producthunt.com/feed,Data / Analytics,2025-11-23T21:14:52.621611Z
7b1c78a7651ce01ab530051cc181e9c1e9d4fc5b,Comet for Android,"
            Comet is the first agentic AI browser built for mobile.
          

Discussion
            |
            Link
",https://www.producthunt.com/products/perplexity-ai,2025-11-20T10:06:46-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
355079ae93fababdfaba2a9fd070d5535328413d,Antigravity for Raycast,"
            Keyboard-first control for Google Antigravity IDE
          

Discussion
            |
            Link
",https://www.producthunt.com/products/antigravity-for-raycast,2025-11-19T19:13:03-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
df5c0207668e58588215e84fd36944abffeb4758,Twogether,"
            A shared & synced date idea list for you and your partner
          

Discussion
            |
            Link
",https://www.producthunt.com/products/twogether,2025-11-18T22:05:51-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
a05dd6b8f5cbfbf98a249191a3840dc4c09655e4,Browser Cash,"
            The stealthiest browser automation platform for web scraping
          

Discussion
            |
            Link
",https://www.producthunt.com/products/browser-cash,2025-11-18T16:00:28-08:00,https://www.producthunt.com/feed,Developer Tool,2025-11-23T21:14:52.621611Z
933d6f5a8707723e697c5fb67e0bdf78be8d7a3c,Qoder JetBrains Plugin,"
            Gets your real backend complexity, not just syntax
          

Discussion
            |
            Link
",https://www.producthunt.com/products/qoder,2025-11-14T04:55:23-08:00,https://www.producthunt.com/feed,Developer Tool,2025-11-23T21:14:52.621611Z
fa8b365f10d676e93a100c759c45ea51506ecce7,Lamatic 3.0,"
            Turn domain expertise into reliable agentic apps
          

Discussion
            |
            Link
",https://www.producthunt.com/products/lamatic-ai,2025-11-12T00:41:43-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
27e408f1a29b016fb8854cbd2b1979a6c068eb83,Raycast for Windows,"
            Your shortcut to everything on Windows.
          

Discussion
            |
            Link
",https://www.producthunt.com/products/raycast,2024-12-17T03:07:47-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
10ecb677fb45110178c888e777625f7fcab17103,Mixup,"
            creative photo magic
          

Discussion
            |
            Link
",https://www.producthunt.com/products/mixup,2025-11-20T13:08:23-08:00,https://www.producthunt.com/feed,Other,2025-11-23T21:14:52.621611Z
e8e4b9ee3a910a01f8073ee715a58cd46ed55c9f,Refbox,"
            Your floating workspace for inspiration.
          

Discussion
            |
            Link
",https://www.producthunt.com/products/refbox,2025-11-18T11:29:20-08:00,https://www.producthunt.com/feed,Productivity App,2025-11-23T21:14:52.621611Z
3666951ef93f051875ef25cf1f7ae0f0452bee5c,Ramble by Todoist,"
            Capture tasks by speaking, wherever you use Todoist
          

Discussion
            |
            Link
",https://www.producthunt.com/products/todoist,2025-11-17T06:12:12-08:00,https://www.producthunt.com/feed,Productivity App,2025-11-23T21:14:52.621611Z
deacfa405f7ac04885978a14ebe3bc2d87b9fbf5,Fran Sans – font inspired by San Francisco light rail displays,Comments,https://emilysneddon.com/fran-sans-essay,"Sun, 23 Nov 2025 18:20:27 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
fa2f49a3b54851423251371772dd04aa04b25815,Native Secure Enclave backed SSH keys on macOS,Comments,https://gist.github.com/arianvp/5f59f1783e3eaf1a2d4cd8e952bb4acf,"Sun, 23 Nov 2025 17:55:11 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
52d187f1d6d7a7938aaf91e093c1df53b7da54ac,"Calculus for Mathematicians, Computer Scientists, and Physicists [pdf]",Comments,https://mathcs.holycross.edu/~ahwang/print/calc.pdf,"Sun, 23 Nov 2025 16:31:50 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
63687fb8d9e85d4f7dd84f3a7227a875f6eb5b0c,Shaders: How to draw high fidelity graphics with just x and y coordinates,Comments,https://www.makingsoftware.com/chapters/shaders,"Sun, 23 Nov 2025 12:26:30 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
5fefbb5c1d0115f44c2d7805e87399dc463f73f0,Show HN: Gitlogue – A terminal tool that replays your Git commits with animation,Comments,https://github.com/unhappychoice/gitlogue,"Tue, 18 Nov 2025 12:47:04 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
a4a01468eb5bd598abaf14bfd13ea103511763eb,Racket v9.0,Comments,https://blog.racket-lang.org/2025/11/racket-v9-0.html,"Sun, 23 Nov 2025 13:35:27 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
cbe6116bd486e5805cacc72c89db46877697f170,Mount Proton Drive on Linux using rclone and systemd,Comments,https://github.com/dadtronics/protondrive-linux,"Sun, 23 Nov 2025 16:12:06 +0000",https://news.ycombinator.com/rss,Design / UI,2025-11-23T21:14:52.621611Z
7d7507ae3ece090c0b4dd59b35d1f2d7db35dce5,780k Windows Users Downloaded Linux Distro Zorin OS in the Last 5 Weeks,Comments,https://blog.zorin.com/2025/11/18/test-the-upgrade-from-zorin-os-17-to-18-and-celebrating-1-million-downloads-of-zorin-os-18/loaded-this-linux-distro-in-a-month/,"Sun, 23 Nov 2025 19:38:15 +0000",https://news.ycombinator.com/rss,Design / UI,2025-11-23T21:14:52.621611Z
8c9dc6ee38dc863f55584deebbd8c3557c05252a,"""Good engineering management"" is a fad",Comments,https://lethain.com/good-eng-mgmt-is-a-fad/,"Sun, 23 Nov 2025 20:16:04 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
4041f74144402a1e091a92b6458c43365151ba71,Editing Code in Emacs,Comments,https://redpenguin101.github.io/html/posts/2025_11_23_emacs_for_code_editing.html,"Sun, 23 Nov 2025 14:59:38 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
6b698691b411ad8756a51ebf51f973e2e76249b0,Court filings allege Meta downplayed risks to children and misled the public,Comments,https://time.com/7336204/meta-lawsuit-files-child-safety/,"Sun, 23 Nov 2025 15:18:00 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
2faf0bd27b466d2f7638a04c904d42cbd682ab09,A time-travelling door bug in Half Life 2,Comments,https://mastodon.gamedev.place/@TomF/115589875974658415,"Fri, 21 Nov 2025 22:48:39 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
247fd63355d7de12f675316397103b9139e393dc,A monopoly ISP refuses to fix upstream infrastructure,Comments,https://sacbear.com/xfinity-wont-fix-internet/,"Sun, 23 Nov 2025 00:46:53 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
aa3ecea75b76bb835eb927984947d60dfb72dba8,HumanLayer (YC F24) Is Hiring Founding Engineers,Comments,https://www.ycombinator.com/companies/humanlayer/jobs/oBCZzc7-founding-product-engineer,"Sun, 23 Nov 2025 17:01:04 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
6cd8e2a448683985a763caae7c48958f084972ca,Pyrotechnic Display Design Software,Comments,https://github.com/giuseppe-coco/FireShow,"Mon, 17 Nov 2025 18:41:35 +0000",https://news.ycombinator.com/rss,Design / UI,2025-11-23T21:14:52.621611Z
9394354078e79926a34ffdf941751915e5472a6b,"Spectral rendering, part 2: Real-time rendering",Comments,https://momentsingraphics.de/SpectralRendering2Rendering.html,"Fri, 14 Nov 2025 00:32:40 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
bbf98d815d73117ae62312e543622c79ee6b6d24,Forever Object: The Staple-Less Oceanus Brass Stapler,Comments,https://www.core77.com/posts/139027/Forever-Object-The-Staple-less-Oceanus-Brass-Stapler,"Wed, 19 Nov 2025 13:36:43 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
3a4afcd9e1fd9ad8520633b79f5f9ce367f70cee,"Terence Tao: At the Erdos problem website, AI assistance now becoming routine",Comments,https://mathstodon.xyz/@tao/115591487350860999,"Sat, 22 Nov 2025 20:27:41 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
5dc239db5fbdd627ebb454c1b5a929cc958855c2,MCP Apps: Extending servers with interactive user interfaces,Comments,http://blog.modelcontextprotocol.io/posts/2025-11-21-mcp-apps/,"Sun, 23 Nov 2025 03:27:04 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
7ac4c42c6c58b89fcfa8044e671f54ca20a94ea3,SVG.js v3.2,Comments,https://svgjs.dev/docs/3.2/,"Sun, 23 Nov 2025 17:38:28 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
f5d844e427565395939bf2317b212f63beeda6ee,"Garibaldi, history's sexiest revolutionary?",Comments,https://www.historyextra.com/period/victorian/historys-sexiest-revolutionary-meet-the-mesmerising-general-whose-charms-helped-win-a-war/,"Sun, 16 Nov 2025 00:38:51 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
684565a40ee8c0be45eec3f53fd65608cecc13ea,The Inference Economy: Why demand matters more than supply,Comments,https://frontierai.substack.com/p/the-inference-economy-part-ii,"Thu, 13 Nov 2025 19:02:30 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
317adc99f46780ff084f3f50ef2bdfa543498111,Unusual circuits in the Intel 386's standard cell logic,Comments,https://www.righto.com/2025/11/unusual-386-standard-cell-circuits.html,"Sun, 23 Nov 2025 03:33:42 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
3457f9771d9dc50e35fd33230e388c70bb8b9a61,We Induced Smells With Ultrasound,Comments,https://writetobrain.com/olfactory,"Fri, 21 Nov 2025 20:02:45 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
9566c7c84f318af57cf9ca214239aa2605547ccc,Almost all Collatz orbits attain almost bounded values,Comments,https://mathvideos.org/2023/terence-tao-almost-all-collatz-orbits-attain-almost-bounded-values/,"Mon, 17 Nov 2025 20:28:32 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
da9a998a94335d3f11b0cf070b0acf5c1ac35145,"After my dad died, we found the love letters",Comments,https://www.jenn.site/after-my-dad-died-we-found-the-love-letters/,"Sun, 23 Nov 2025 08:40:41 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
b50f2c309813eed1bcb9c46ccc8977fc85ec7407,Apple to focus on 'quality and underlying performance' with iOS 27 next year,Comments,https://9to5mac.com/2025/11/23/apple-focusing-on-software-quality-improvements-ios-27-next-year-report/,"Sun, 23 Nov 2025 18:19:27 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
1d6080c03a31ef1f24726828d3bed257debbff4e,GCC SC approves inclusion of Algol 68 Front End,Comments,https://gcc.gnu.org/pipermail/gcc/2025-November/247020.html,"Sun, 23 Nov 2025 02:18:03 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
4a598614f22066666e81690c204f5114fe788331,sit: Create StuffIt archives on Unix systems,Comments,https://github.com/thecloudexpanse/sit,"Mon, 17 Nov 2025 02:28:57 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
8a073d1eed19f9b59aac19dd4b3d38d22a0fd34e,Typechecking is undecideable when 'type' is a type (1989) [pdf],Comments,https://dspace.mit.edu/bitstream/handle/1721.1/149366/MIT-LCS-TR-458.pdf,"Tue, 18 Nov 2025 11:33:39 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:14:52.621611Z
4a40b1f01c951b11072636148ecf914cf5fb3e35,Meet the AI workers who tell their friends and family to stay away from AI,Comments,https://www.theguardian.com/technology/2025/nov/22/ai-workers-tell-family-stay-away,"Sun, 23 Nov 2025 21:01:26 +0000",https://news.ycombinator.com/rss,Productivity App,2025-11-23T21:30:04.659802Z
ca5e530fe2e85487c8a7b62a1972a60121e7fb36,780k Windows Users Downloaded Linux Distro Zorin OS in the Last 5 Weeks,Comments,https://blog.zorin.com/2025/11/18/test-the-upgrade-from-zorin-os-17-to-18-and-celebrating-1-million-downloads-of-zorin-os-18/,"Sun, 23 Nov 2025 19:38:15 +0000",https://news.ycombinator.com/rss,Design / UI,2025-11-23T21:48:20.977533Z
e7644d6065bdfc3b5428ecc3a159f9068ac2e407,Sit – Create StuffIt archives on Unix systems,Comments,https://github.com/thecloudexpanse/sit,"Mon, 17 Nov 2025 02:28:57 +0000",https://news.ycombinator.com/rss,Other,2025-11-23T21:48:20.977533Z
